seller,itemid,produk,image,harga,harga_ori,discount,ulasan,rating,brand,url
SCAR-L,6678198088,| SIAP COD | Menlab Hydrating Skin Cowok Perawatan Wajah Pria Melembabkan dan Mencerahkan Wajah Secara Alamai Hasil Glowing,https://id-test-11.slatic.net/p/76cd1469c9d1b1701baf369f9f7ce9f4.jpg,101753,156700,35.06509253350351,2,5.0,Nature Reaction,//www.lazada.co.id/products/siap-cod-menlab-hydrating-skin-cowok-perawatan-wajah-pria-melembabkan-dan-mencerahkan-wajah-secara-alamai-hasil-glowing-i6678198088.html
SCAR-L,6666558615,Serum Menlab Essence Whitening & Moisturizing For Hydrating Skin With Barbadensis Extract,https://id-test-11.slatic.net/p/247f5079908956b45d08e66878f73bc6.png,101753,149900,32.11941294196131,2,5.0,Nature Reaction,//www.lazada.co.id/products/serum-menlab-essence-whitening-moisturizing-for-hydrating-skin-with-barbadensis-extract-i6666558615.html
SCAR-L,6755826710,Benfit Madu Bajakah Borneo Kalimantan Asli 280gr,https://id-test-11.slatic.net/p/80a012891b7c03ca06d5f34228bb3837.jpg,97902,150000,34.732,3,5.0,Nature Reaction,//www.lazada.co.id/products/benfit-madu-bajakah-borneo-kalimantan-asli-280gr-i6755826710.html
SCAR-L,6603954358,PROMO DISKON | Parfum Influence Lovable BEAUTY EDP Eau De Parfume / Parfum Wanita Wangi Tahan Lama 50ml ORIGINAL 100% BPOM,https://id-test-11.slatic.net/p/0ed3faa1eb8b27afb42711a428e9782a.jpg,107702,144900,25.671497584541065,3,5.0,Nature Reaction,//www.lazada.co.id/products/promo-diskon-parfum-influence-lovable-beauty-edp-eau-de-parfume-parfum-wanita-wangi-tahan-lama-50ml-original-100-bpom-i6603954358.html
SCAR-L,6678182326,| BAYAR DITEMPAT | Serum Wajah Pria Menlab Hydrating Skin Whitening & Moisturizing Glowing Serum Wajah Pria,https://id-test-11.slatic.net/p/761449238e7a6a2c1405d9f5f17edfef.jpg,101753,156600,35.023627075351214,2,5.0,Nature Reaction,//www.lazada.co.id/products/bayar-ditempat-serum-wajah-pria-menlab-hydrating-skin-whitening-moisturizing-glowing-serum-wajah-pria-i6678182326.html
SCAR-L,6603956148,Parfum Influence Lovable Beauty EDP Eau De Parfume Sudah BPOM 50ML,https://id-test-11.slatic.net/p/1d9a83c607b61f2bacbf9a4918c3b54b.jpg,107702,147900,27.17917511832319,3,5.0,scarlett whitening,//www.lazada.co.id/products/parfum-influence-lovable-beauty-edp-eau-de-parfume-sudah-bpom-50ml-i6603956148.html
SCAR-L,6613260014,Nature Reaction Lip Serum Lip Glow Pemerah Bibir Glowing - Mencerahkan Bibir Pink Alami BPOM Original,https://id-test-11.slatic.net/p/7933c0a396f9ff32e98d21688c9b4362.jpg,96922,145000,33.15724137931034,3,5.0,Nature Reaction,//www.lazada.co.id/products/nature-reaction-lip-serum-lip-glow-pemerah-bibir-glowing-mencerahkan-bibir-pink-alami-bpom-original-i6613260014.html
SCAR-L,6613292157,Nature Reaction Lip Glow Serum 30ml - Serum Bibir Original BPOM,https://id-test-11.slatic.net/p/0049bc48698ea0ebd0f404f6ff7c7cd8.jpg,96922,143000,32.22237762237762,3,5.0,Nature Reaction,//www.lazada.co.id/products/nature-reaction-lip-glow-serum-30ml-serum-bibir-original-bpom-i6613292157.html
SCAR-L,6755910618,Madu Freshmag Obat Asam Lambung Asli Original Isi 200ml,https://id-test-11.slatic.net/p/cd05a5e9a094c84eba2357f2597e6375.jpg,116620,200000,41.69,3,5.0,Nature Reaction,//www.lazada.co.id/products/madu-freshmag-obat-asam-lambung-asli-original-isi-200ml-i6755910618.html
SCAR-L,6666574912,Serum Menlab Hydrating Skin Perawatan Wajah Pria Melembabkan dan Mencerahkan Wajah,https://id-test-11.slatic.net/p/6691d487e21d0d212293aa5e95741961.jpg,102802,150000,31.465333333333334,2,5.0,Nature Reaction,//www.lazada.co.id/products/serum-menlab-hydrating-skin-perawatan-wajah-pria-melembabkan-dan-mencerahkan-wajah-i6666574912.html
SCAR-L,6755890899,Madu Lambung Maag Kronis Herbal Asli Freshmag 200ml,https://id-test-11.slatic.net/p/73c791ffa4700dc87256c5d0182b73ba.jpg,127302,200000,36.349,3,5.0,Nature Reaction,//www.lazada.co.id/products/madu-lambung-maag-kronis-herbal-asli-freshmag-200ml-i6755890899.html
SCAR-L,6755936032,Madu Maag Asam Lambung Kronis Paling Ampuh Herbal Asli,https://id-test-11.slatic.net/p/8ad9ed18c4ecce8f7ee6e8ebd1e351df.jpg,123382,180000,31.454444444444444,3,5.0,Nature Reaction,//www.lazada.co.id/products/madu-maag-asam-lambung-kronis-paling-ampuh-herbal-asli-i6755936032.html
SCAR-L,6755864074,Madu Bajakah Asli Borneo Original Buat Benjolan 280gr Benfit,https://id-test-11.slatic.net/p/a433573e2ededa844da24ea3baf26c01.jpg,108801,190000,42.736315789473686,3,5.0,Nature Reaction,//www.lazada.co.id/products/madu-bajakah-asli-borneo-original-buat-benjolan-280gr-benfit-i6755864074.html
